Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Tonga,TON,..,..,..,..,..,..,..,..,..,..,11.09730401,11.33492493,11.80131296,10.94136803,12.39905676,12.90215005,12.2760609,13.57275103,14.89192687,16.05218714,25.88292813,40.34137815,39.82552623,35.17330411,33.09408501,25.0706321,22.66092905,34.82438704,40.894521,42.98105513,22.60263963,22.44052565,-34.23455475,-28.61964048,-15.82074477,19.1604966,-143.0666463,-66.53691537,-62.83734202,-62.29881436,-82.89158789,-71.0566472,-5.193541456,15.7194218,13.87611529,-15.91092611,-53.02216277,-40.30962709,-60.57651054,-41.53417355,-66.32685229,-78.5623015,-79.52245525,-96.75796466,-99.25298635,-114.5161199,-91.37533746,-91.37533746,-91.37533746,-91.37533746,-91.37533746,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,-103.4528412,-97.20231567,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1461.795044,119.9078217,-1285.768921,-61.28692627,-504.5751038,-283.3922882,-1282.704224,-1152.010132,-2659.614899,-3655.251541,-7106.416931,-8010.128906,-8960.089996,-11664.38657,-11677.02127,-14014.71609,-13750.08276,-16936.27573,-17010.75305,-16074.00171,-17137.1889,-11687.41391,-10090.9642,-11604.30429,-12426.43735,-13206.61432,-13784.26263,-13784.26263,-13784.26263,-13784.26263,-13784.26263,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Tunisia,TUN,..,..,..,..,..,..,..,..,..,..,63.62810059,65.68494507,-2.771074219,-6.465056152,0.9969189453,21.26449707,14.75534424,11.57628906,26.57629639,36.13896973,60.84411621,67.2870459,60.41008301,86.1489502,97.91210938,103.5932129,94.60898437,62.35568848,151.4,169.7620117,-855.8273926,-647.8520508,-806.6333008,-87.59204102,-62.12963867,-27.17700195,23.33398438,57.96679688,63.93310547,18.55029297,106.9401855,12.14990234,352.996582,711.8312988,475.857666,198.4987793,423.9597168,184.340332,54.8671875,715.3989258,2346.133301,2060.359863,1949.21582,2054.304688,2532.955078,1501.887695,704.0354004,704.0354004,704.0354004,704.0354004,704.0354004,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Turkiye,TUR,..,..,..,..,..,..,..,..,..,..,58.87050781,413.887875,627.379068,818.5649922,911.3234375,1246.140039,1480.239258,1860.705273,1727.031445,1711.126563,1828.023047,1757.945312,1796.660352,1840.534766,2280.549609,2686.674805,3030.769922,-5313.51582,3388.278516,3634.316016,-9007.396484,-6664.898438,-4798.931641,-6194.109375,-6884.669922,-7198.550781,-6156.900391,-8195.083984,-10149.07031,-8741.845703,-8875.390625,-7169.90625,-7349.859375,-7353.4375,-8378.527344,-8514.990234,-8049.654297,-6074.304688,-9704.875,-4238.949219,-6206.925781,-3349.898438,-2793.738281,741.6210938,2303.695313,8754.027344,13047.26172,13047.26172,13047.26172,13047.26172,13047.26172,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,-1896.221942,-1880.316845,-1901.207096,-1747.178546,-1604.665362,-16634.18341,-14250.51741,-14581.28108,-14929.49034,-15935.73285,-21835.89164,-22596.98762,-23340.62191,-24069.61485,-25139.16037,-26242.37844,-26699.52522,-27407.34516,-27086.45976,-27467.15234,-1001.296265,-982.0706787,-481.8186646,-473.769043,-1237.351807,-1096.151733,-1648.515259,-1235.259399,-1742.714478,-2410.02832,-2103.787842,-2256.390137,-3155.291992,-3762.777344,-3412.837402,-3700.871094,-4359.498047,-3674.587402,-6099.725586,-4151.260742,-3962.184082,-3298.397461,-2442.016602,-2085.974609,-1432.841797,-6292.452148,-6869.217285,-6869.217285,-6869.217285,-6869.217285,-6869.217285,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,-1.108894006,-1.114604957,-1.153595972,-1.221627004,-1.349802992,-1.773396974,-1.921092934,-1.93112399,-2.113717997,-2.089320032,-2.862488946,-3.046078076,-3.206728068,-3.409573936,-3.775200901,-3.822776991,-3.98730992,-5.953621026,-5.840927949,-6.468823973,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,-1.11E-16,5.55E-17,2.78E-16,3.33E-16,5.55E-17,-1.67E-16,2.78E-16,-3.33E-16,-5.55E-17,-1.67E-16,-2.22E-16,2.22E-16,-3.33E-16,-5.55E-17,0,-1.11E-16,-2.22E-16,1.11E-16,0,0,9.5138,9.508335,9.504052,9.500597,9.497352,9.493897,9.490079,9.486051,9.481979,9.478112,9.474653,9.471562,9.468775,9.466198,9.463774,9.461451,9.459077,9.456727,9.454367,9.454571812,9.420783785,9.399785588,9.381154675,..,..,..,..,..,..,..,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Uganda,UGA,..,..,..,..,..,..,..,..,..,..,201.417796,1001.9302,1820.010907,2631.747803,3450.008001,4249.164898,4934.467038,5729.917922,6501.434065,7343.717133,8151.557141,8706.657764,9595.833399,10395.37852,11177.54625,11978.3895,12787.06476,13469.03073,14405.9625,15145.80502,-711.0603447,-1028.85323,-1044.059383,-1142.508339,-1591.984402,-1453.939762,-1370.174355,-1737.361137,-1397.063232,-1495.228455,-1358.084229,-1507.435486,-1287.249542,-1513.778458,-1401.942444,-966.4779053,-594.8735657,-516.9164429,-674.8284302,-294.0638733,-235.348877,-174.7310486,-575.6012878,-308.246582,-8.734100342,64.66867065,680.5071716,680.5071716,680.5071716,680.5071716,680.5071716,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Ukraine,UKR,..,..,..,..,..,..,..,..,..,..,-33452.37305,-33512.94336,-47315.84961,-69208.00781,-87670.70508,-77367.29297,-107738.4941,-105162.6953,-183668.5938,-185711.3906,-209674.2031,-181843.0078,-191673.0977,-202916.7031,-207373.6992,-197218.3984,-225978.0977,-258844.1016,-258921.0039,-263710.1016,-98459.76953,-84994.57813,-71631.19531,-64685.05078,-50844.86719,-61200.25781,-47519.16992,-50453.14453,-52194.83594,-54931.69336,-60389.94336,-55835.62109,-52989.3125,-49573.35938,-53421.69141,-56773.45898,-50477.69727,-50236.9043,-44711.71094,-33786.01172,-38819.74609,-39023.62109,-36405.84375,-35806.95117,-29806.17188,-24262.49414,-31170.07422,-31170.07422,-31170.07422,-31170.07422,-31170.07422,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,2393.426431,2401.243378,2413.85519,2438.89578,2475.737968,2401.445393,2405.77326,2315.161359,2302.332089,2330.692729,2351.945963,2170.719946,2117.41881,2226.685977,1947.744528,1564.832141,1345.033267,-2870.77692,1156.390942,914.1104065,-67.71826172,-1756.640991,-1389.53595,-2233.369385,-2720.924683,-3226.687378,-8227.176804,-1251.839783,-2108.419861,-2275.089661,-7665.834534,3717.772034,-5127.8731,-5647.059982,-4262.692657,-1212.231903,-3071.302216,-3213.01741,-1031.513794,-4866.131866,-6551.572876,-8495.552673,-9491.328064,-6184.075989,-8214.882996,-12963.21484,-16708.68762,-16708.68762,-16708.68762,-16708.68762,-16708.68762,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..,-5609.471875,-498.081875,9297.453438,11139.48016,11532.18969,10958.37969,12215.83141,13515.06828,8543.293438,14941.67875,14907.51719,16484.19938,15051.16281,13124.02859,14192.99594,14543.69375,15919.67672,12925.89602,19644.90047,22310.20766,-1713.732422,3725.669922,-249.9726563,3679.71875,3923.607422,2177.691406,5554.486328,8757.076172,5233.582031,-970.0429688,-1527.890625,51.15820313,3684.236328,3808.359375,3376.666016,4249.351563,5331.949219,3284.53125,2221.351563,7387.769531,9852.25,10063.3457,21393.38672,19182.59766,21276.23242,24183.58203,27049.65234,27049.65234,27049.65234,27049.65234,27049.65234,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,United States,USA,..,..,..,..,..,..,..,..,..,..,-90110.50625,92014.92625,90579.74375,92328.68,104390.4,89818.82625,112316.15,129745.0938,136714.6031,143937.0938,134115.6,140749.0031,130211.3,157170.5,154457.8969,159184.0969,154790.1969,-2819.196875,196775.4031,160964.0031,-11271,-15758.5,-12788.20313,-7607.09375,-11868.20313,5925.40625,14821.09375,118950.9063,148570,141874.2031,109549.9063,118677.5938,38003.59375,26838.90625,58947.29688,64437.90625,90576.79688,102610.5,109824.0938,114027.5,85723,2913.90625,-1686.90625,64461.45313,3348.703125,29416.03125,37873.39063,37873.39063,37873.39063,37873.39063,37873.39063,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Uruguay,URY,..,..,..,..,..,..,..,..,..,..,-42.94094727,-18.90095459,-2.939532471,31.46318115,52.41787842,73.69153198,98.08923462,141.6881653,201.004989,234.9893701,252.19729,266.5312415,289.9909399,298.3723932,320.0828882,336.3817047,350.6848224,13.60397034,394.9871417,418.1221033,24.92092896,23.81100464,1.949676514,-25.70526123,34.11174011,42.55258179,21.21966553,80.559021,117.8213501,131.9543152,191.7519226,125.9537163,117.54179,139.3072166,-2.525787354,186.4151306,216.3534546,239.8076172,296.353302,91.46405029,136.1894836,209.6013184,1113.52948,1048.913361,1068.078339,974.1860962,861.9865417,861.9865417,861.9865417,861.9865417,861.9865417,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..,10730.95497,10773.74465,11063.62287,11880.4932,12653.25157,-26476.85234,-23020.63795,-23951.14412,-24903.62793,-27366.82212,-36652.2062,-39211.20843,-41002.73636,-42906.56303,-45199.8076,-48026.19372,-49837.06064,-52134.95566,-52732.73613,-53928.57538,-4883.141357,-7467.442383,-4994.915039,-4386.686523,-5940.820068,-4733.578125,-5059.29541,-5589.912598,-4781.513184,-4783.26416,1654.095215,1046.559082,-1762.48584,-3772.942383,2010.964844,69.52929688,3310.333008,-756.7539063,5443.338867,7072.90918,16562.29199,11367.24902,-4120.42041,9410.620605,553.456543,-4999.428223,-867.3383789,-867.3383789,-867.3383789,-867.3383789,-867.3383789,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,23.78924367,23.74840092,24.21620306,25.34052253,32.5972477,24.58857608,20.32571226,12.30356844,-21.96716093,-6.081904888,46.8066197,31.85352755,34.14643382,29.71851667,11.08543188,42.90700006,42.90431737,36.33695653,58.88751799,53.26800369,-3.503430456,14.10148315,20.2334656,20.21369863,19.06310576,26.40433247,34.26182407,47.99897854,46.2014479,44.15022616,28.27665728,26.2717976,32.9505979,30.42776418,-4.162235305,14.36410441,6.147538796,51.26818761,42.57322983,53.75071619,39.54201023,31.28864464,16.1237973,-3.303829297,39.8638123,11.51599631,52.29438244,52.29438244,52.29438244,52.29438244,52.29438244,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,34608.80991,24685.72487,29929.63201,25357.29971,27282.75658,30764.75987,35420.05728,27889.01196,33623.40918,36030.94385,38924.76357,35799.48154,37555.90068,38649.84307,31687.73604,33760.81328,35775.02256,43895.32256,36974.35596,37915.02695,-521.5253906,-571.0527344,-1430.702637,-3157.67041,-4119.733398,-7634.092773,-1540.079102,-2200.162109,-11539.66748,-1417.141602,-2911.480957,-5634.631836,8445.651855,6620.318359,4219.783203,253.8056641,-10356.0874,9084.841797,-13869.21924,-12075.39502,-16960.18701,3653.550781,-4614.714844,9603.80127,10413.08936,2715.820313,-5114.259277,-5114.259277,-5114.259277,-5114.259277,-5114.259277,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Viet Nam,VNM,..,..,..,..,..,..,..,..,..,..,986.7636275,1064.073707,1428.857528,1850.318357,1891.076112,2229.268532,2537.930048,2997.078946,2865.930683,2967.767875,3518.846861,3715.289651,3992.198941,4711.047037,4655.064915,4982.423759,5349.736803,3231.79266,5912.000215,6734.339873,-1606.012207,-1629.387939,-1647.703125,-343.1745605,-1888.864746,-2779.327637,-2973.966309,-2893.370605,-3111.118164,-3864.574219,-3846.03125,-3838.611328,-4305.071289,-4573.570313,-4649.089844,-5732.587891,-4605.351563,-5730.897461,-5101.191406,-6974.71875,-2788.927734,-9805.830078,-14643.61719,-15318.37891,-14464.38867,7232.351563,22687.86133,22687.86133,22687.86133,22687.86133,22687.86133,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,-8.88E-16,0,2.66E-15,8.88E-16,3.55E-15,-1.78E-15,0,-3.55E-15,0,1.78E-15,-1.78E-15,0,5.33E-15,3.55E-15,0,1.78E-15,-1.78E-15,-5.33E-15,5.33E-15,5.33E-15,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..,0.5853912354,0.867789917,3.225027466,5.798466797,3.388810425,5.137318115,5.779552002,6.250548096,8.485371094,15.01414673,10.6948584,12.49765503,10.68055298,16.21985474,11.32116577,7.093115234,6.116723633,-506.0575757,0.7879846191,1.450961914,-216.5670776,-147.8370056,-221.423645,-298.6552429,-1149.815125,-917.5991821,-954.5050659,-1029.731934,-942.7301025,-1129.76416,-1365.379761,-1204.082031,-1181.300659,-1576.527344,-1474.894043,-1985.488281,-2731.784424,-4002.375,-2706.510254,-1176.861328,-2812.424805,-1569.001953,-2348.312012,-3008.557129,368.9013672,-10730.08276,-14417.98999,-14417.98999,-14417.98999,-14417.98999,-14417.98999,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Zambia,ZMB,..,..,..,..,..,..,..,..,..,..,154786.3051,93213.54935,98932.4942,105067.5404,92926.7996,107986.6887,96345.73254,109944.9834,115847.4537,150429.4616,127161.6627,112614.7628,126413.4786,127455.8023,102310.8746,103447.2828,96170.08855,128946.0937,94815.50633,104673.1444,-153.111702,-128.5755234,-153.4664307,-164.7054214,-144.2380066,-127.7389183,-117.0785522,-87.324646,-50.66365814,-39.52682495,-12.44711304,14.19897461,45.54144287,67.07736969,61.18159103,117.6893539,-364.2603722,360.9821262,452.079895,574.2590981,571.1629734,621.6890564,867.4825745,901.1157799,1044.914547,1439.153206,1849.415859,1849.415859,1849.415859,1849.415859,1849.415859,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Zimbabwe,ZWE,..,..,..,..,..,..,..,..,..,..,-354.9210352,-324.3731641,-212.7210205,-171.6712158,21.55297852,47.24982666,36.8182373,69.71387939,308.3869531,349.4228857,375.702854,425.9831323,453.6241003,491.5241724,550.7190356,571.8328857,625.9430664,-2685.186108,705.9899902,754.2970825,-538.1971436,-515.2860718,-458.1856689,-277.4202271,-280.9731445,-515.4497681,-528.1740112,-596.1812744,-545.78479,-664.9281006,-199.3342285,379.9080811,-159.2355957,-886.9609985,-520.9118042,-660.7012939,-437.3116455,-256.6213989,-30.49230957,-532.5205078,608.5064087,1469.96637,1827.732117,1972.40802,1933.483643,2499.469604,1587.37207,1587.37207,1587.37207,1587.37207,1587.37207,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Africa Eastern and Southern,AFE,..,..,..,..,..,..,..,..,..,..,1587419.453,962644.8691,1013296.704,1074440.171,949134.9734,1101878.99,984931.8485,1119055.278,1176444.985,1529059.238,1293217.179,1138988.142,1279080.966,1289548.543,1032199.443,1043607.774,969010.5281,1294200.334,954367.2447,1053647.877,-23342.39655,-24323.73606,-29755.71562,-22821.26338,-23583.99622,-21069.70663,-24252.47034,-26831.09998,-23891.5332,-22184.44696,-20582.66296,29919.73966,27150.51747,22082.33366,28499.03649,16324.45955,15362.02719,18215.2631,24455.62422,27924.61692,42800.27079,48331.31989,72440.63354,70001.98666,73024.7117,68559.00421,73149.43151,73149.43151,73149.43151,73149.43151,73149.43151,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Africa Western and Central,AFW,..,..,..,..,..,..,..,..,..,..,352152.3987,318598.9583,315458.3311,331985.4932,260832.4012,289022.7032,288489.0569,342378.101,302469.9178,332610.5482,390008.1876,333618.8335,383259.6616,364055.9742,352539.3263,325081.0424,326681.5698,349616.0379,314391.3443,344491.1324,-5069.357316,-405.5547453,3061.33683,8758.769846,5292.297155,628.3205383,-6522.247639,-9544.919199,-5909.887628,-7155.317077,-13492.36763,-10610.09031,1790.315023,-96.46691981,6671.859092,16313.80112,22860.66149,27861.38122,29389.33677,21972.71021,31147.88313,37461.94983,47762.83298,56312.08663,67013.96117,58562.63919,60900.75713,60900.75713,60900.75713,60900.75713,60900.75713,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Arab World,ARB,..,..,..,..,..,..,..,..,..,..,31092.35662,30155.14735,31166.92642,30469.97798,32944.78034,34257.89161,32852.87556,35291.40477,35341.07413,45465.61256,47867.27055,50657.95418,58753.80663,59114.00377,58720.83552,50240.67516,43506.6573,26131.53195,38078.86114,30446.32033,-20949.29579,-28917.75802,-31868.11591,-34136.05455,-41057.29668,-47828.05331,-46074.253,-56780.00114,-51846.14744,-52008.93746,-62528.86455,-50429.22351,-59034.69146,-69191.47827,-38475.27107,-15198.40694,6822.389791,-133.1151938,15370.98503,1529.838937,7008.092667,15327.47932,57161.69065,82189.37935,108300.6406,92241.34363,84106.45591,84106.45591,84106.45591,84106.45591,84106.45591,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,15417.18216,10531.68804,12773.61458,11157.4029,12110.01703,13479.1499,15796.37912,12721.16031,15321.01847,16323.64976,17308.79486,21243.82504,21839.40796,22706.13094,19042.33818,18233.39487,17875.92166,19652.35052,17487.98795,17707.30717,100.6602159,-937.8500699,-966.5560003,-52.3468547,-480.5611196,-297.7595243,-1922.818761,-1912.357333,-2808.873801,-3977.987571,-8745.859967,-9800.864649,-10572.46196,-13380.01515,-13420.14351,-15541.64901,-15600.29327,-18913.04434,-20462.7875,-6537.663835,-19479.08601,-13920.20716,-9395.58739,-14488.67367,-15634.25521,-17317.41435,-17989.63555,-17989.63555,-17989.63555,-17989.63555,-17989.63555,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..,142727.4542,131099.8397,141874.2664,146763.5941,159032.0771,153515.1864,153790.5524,157317.1016,164659.6799,160422.1958,149781.4684,181735.7553,167508.6747,160486.4812,157907.4542,147008.8647,152573.1379,121627.5796,139083.037,141571.1763,-66522.14014,-49812.33557,-34338.10837,-17547.91522,-17827.55692,-38228.26965,-39286.17313,-36558.03427,-34772.46112,-33156.0412,-38071.66321,-35909.18921,-28995.5589,-29246.50278,-30335.23843,-27897.00043,-30024.9715,-31144.64377,-29114.64267,-15920.18076,-21765.4198,-19885.87665,-29905.62329,-29765.79095,-28338.61517,-28133.92456,-27890.60083,-27890.60083,-27890.60083,-27890.60083,-27890.60083,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Early-demographic dividend,EAR,..,..,..,..,..,..,..,..,..,..,1057005.315,738864.8229,1210303.88,1133431.527,778999.3739,744421.6184,885772.6574,1292340.719,1185534.777,1272341.582,1399164.208,1194852.021,2687457.976,2152019.329,1308490.652,1208632.638,1614268.948,2312315.944,1430049.847,1267629.451,-197529.0795,-173937.5245,-196792.8392,-182064.5116,-210452.4974,-214587.6755,-225428.909,-235053.1811,-219901.2707,-220324.7059,-200179.817,-158440.0767,-143984.6131,-157498.183,-109329.039,-134599.7546,-137386.0059,-77545.54808,-65713.33318,-126393.9033,-101966.9535,-14696.88442,20278.58088,18160.42415,39006.77148,-28920.51783,-124153.4293,-124153.4293,-124153.4293,-124153.4293,-124153.4293,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,..,..,789227.7887,546328.3708,1021260.171,1009944.36,598788.2808,611197.7524,733738.6439,1240578.492,1119255.873,1174615.61,1350501.541,1155620.486,2630174.137,2193705.311,1326149.911,1243881.369,1655120.122,2272641.554,1510820.386,1343669.81,-214227.139,-202481.7111,-168256.9065,-270248.092,-309347.6733,-310949.1918,-308643.3377,-331294.8779,-291653.9296,-321066.5433,-353225.1559,-335091.5023,-349785.1318,-392670.9805,-382918.4566,-391576.534,-466978.2485,-520154.701,-449518.8513,-432611.5246,-346724.3998,-298439.9351,-196200.0336,-256927.5625,-422242.7504,-377673.7255,-358912.4397,-358912.4397,-358912.4397,-358912.4397,-358912.4397,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..,..,..,..,..,820947.0654,553264.9774,1010236.184,1004269.118,593214.1161,596291.9856,705725.0734,1204098.439,1084608.558,1127122.982,1289364.033,1118122.606,2580377.944,2145641.249,1291545.177,1194605.492,1610769.148,2258625.382,1468955.333,1301033.849,-150656.0733,-144787.8178,-123119.6422,-226871.7682,-264021.5113,-262388.7819,-262297.9701,-277825.5217,-234889.7376,-250770.0498,-281047.2864,-255922.3393,-261017.4414,-294385.513,-289196.2122,-286571.4209,-349440.148,-418129.3552,-371721.985,-373140.8692,-301900.6395,-277083.3412,-195636.5254,-244910.755,-410225.2312,-368415.7826,-378017.7842,-378017.7842,-378017.7842,-378017.7842,-378017.7842,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..,..,..,..,..,..,..,829344.7867,561543.3986,1018576.194,1012716.508,601737.244,604914.8953,714361.4949,1213127.078,1084804.946,1127224.957,1289417.712,1118083.75,2580341.726,2145531.487,1291343.568,1194322.353,1610392.832,2252660.734,1468420.977,1300480.263,-143130.4623,-136396.9241,-116757.07,-220706.0115,-258433.0435,-257353.2914,-257928.0909,-269440.9703,-233303.2417,-249234.2313,-279612.8796,-254303.1684,-259512.1777,-292946.8273,-287887.8187,-285335.035,-348413.5462,-417320.0219,-371400.1021,-357399.3214,-286645.1567,-259307.331,-179043.0303,-233052.1337,-397011.6337,-346893.6651,-351829.05,-351829.05,-351829.05,-351829.05,-351829.05,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Euro area,EMU,..,..,..,..,..,..,..,..,..,..,141386.3303,169500.8863,169997.548,192664.7922,198880.2171,185528.6342,196458.4227,203754.3232,215574.4317,222554.0484,228954.7594,231047.5721,228564.6732,227478.4989,241118.4709,248061.4041,263269.2335,257537.2419,292194.6617,291360.4964,-100159.742,-99825.31344,-76058.92848,-68068.51954,-68759.67713,-65277.40977,-56668.43079,-51183.3126,-54051.45572,-51826.07804,-53361.79139,-53909.88242,-53529.33411,-42084.93843,-60941.98158,-43078.62261,-37082.74895,-40811.95062,-47536.3783,-23456.532,-31403.67635,-20490.13532,-11987.55798,-12868.97045,-12017.88266,-18250.3003,-40227.22853,-40227.22853,-40227.22853,-40227.22853,-40227.22853,..,..
